landmark_0_x,landmark_1_x,landmark_2_x,landmark_3_x,landmark_4_x,landmark_5_x,landmark_6_x,landmark_7_x,landmark_8_x,landmark_9_x,landmark_10_x,landmark_11_x,landmark_12_x,landmark_13_x,landmark_14_x,landmark_15_x,landmark_16_x,landmark_17_x,landmark_18_x,landmark_19_x,landmark_20_x,landmark_0_y,landmark_1_y,landmark_2_y,landmark_3_y,landmark_4_y,landmark_5_y,landmark_6_y,landmark_7_y,landmark_8_y,landmark_9_y,landmark_10_y,landmark_11_y,landmark_12_y,landmark_13_y,landmark_14_y,landmark_15_y,landmark_16_y,landmark_17_y,landmark_18_y,landmark_19_y,landmark_20_y,landmark_0_z,landmark_1_z,landmark_2_z,landmark_3_z,landmark_4_z,landmark_5_z,landmark_6_z,landmark_7_z,landmark_8_z,landmark_9_z,landmark_10_z,landmark_11_z,landmark_12_z,landmark_13_z,landmark_14_z,landmark_15_z,landmark_16_z,landmark_17_z,landmark_18_z,landmark_19_z,landmark_20_z,gesture
0.4980577528476715,0.6721832752227783,8.378339657610923e-07,0.3422774374485016,0.6166667938232422,-0.04540904611349106,0.24079793691635132,0.5696162581443787,-0.0923684760928154,0.14883121848106384,0.528184175491333,-0.13454745709896088,0.06796416640281677,0.4996267259120941,-0.1792576164007187,0.4764817953109741,0.46224337816238403,-0.10347233712673187,0.44271647930145264,0.36863580346107483,-0.13320598006248474,0.4309368133544922,0.31227707862854004,-0.150310218334198,0.42637065052986145,0.26569056510925293,-0.16545401513576508,0.5918294787406921,0.4665638506412506,-0.10938925296068192,0.6119305491447449,0.3617730438709259,-0.14219450950622559,0.629535973072052,0.298976868391037,-0.16985368728637695,0.6543478965759277,0.2507784962654114,-0.19418379664421082,0.6834301948547363,0.4933082163333893,-0.1142774447798729,0.7738875150680542,0.4126155972480774,-0.16154436767101288,0.8407877683639526,0.36095067858695984,-0.20370662212371826,0.8962812423706055,0.32030197978019714,-0.23304660618305206,0.74991375207901,0.5318756699562073,-0.11844716221094131,0.8786741495132446,0.48267027735710144,-0.16701383888721466,0.9593319892883301,0.4557310938835144,-0.19097451865673065,1.0276340246200562,0.42983680963516235,-0.20593036711215973,0
0.4922481179237366,0.6847479939460754,6.8836607169942e-07,0.34632939100265503,0.6234002113342285,-0.024843284860253334,0.23825311660766602,0.5683717727661133,-0.05795817822217941,0.14133712649345398,0.5212574601173401,-0.09188739210367203,0.057131290435791016,0.4911058247089386,-0.12964960932731628,0.4686548411846161,0.4691741466522217,-0.06008109077811241,0.44335564970970154,0.36864662170410156,-0.08227597922086716,0.4353824853897095,0.31243258714675903,-0.09958493709564209,0.43254709243774414,0.2647138833999634,-0.11500951647758484,0.5847393274307251,0.4734651744365692,-0.07300066947937012,0.6110601425170898,0.3610004782676697,-0.09511508047580719,0.6320823431015015,0.2964257299900055,-0.11765410006046295,0.6545614004135132,0.2482483834028244,-0.13993984460830688,0.6771554350852966,0.5002941489219666,-0.0862540677189827,0.7719112634658813,0.4132193922996521,-0.1230405643582344,0.8440386056900024,0.35997647047042847,-0.15946601331233978,0.8994138240814209,0.32063671946525574,-0.18585792183876038,0.7466062307357788,0.5370519161224365,-0.0980970486998558,0.8776721954345703,0.4837481379508972,-0.13323894143104553,0.9643270969390869,0.45533549785614014,-0.14978690445423126,1.0348018407821655,0.42965298891067505,-0.16155385971069336,0
0.4917321801185608,0.6792691349983215,6.709880722155503e-07,0.3487633466720581,0.6195871829986572,-0.02571829967200756,0.24115455150604248,0.568829357624054,-0.06127787381410599,0.14528772234916687,0.5244078040122986,-0.09869389981031418,0.06347942352294922,0.49429649114608765,-0.14014598727226257,0.47067275643348694,0.4677775800228119,-0.056927114725112915,0.443963885307312,0.36969730257987976,-0.08108528703451157,0.4355024993419647,0.3149874210357666,-0.10127343982458115,0.4320068359375,0.2676270306110382,-0.11870148032903671,0.5866374373435974,0.47229716181755066,-0.07159345597028732,0.6094769835472107,0.362356036901474,-0.09648910909891129,0.6296723484992981,0.29851269721984863,-0.12114965170621872,0.6521470546722412,0.2497556060552597,-0.14478042721748352,0.6791015267372131,0.499022901058197,-0.08721794933080673,0.7702121138572693,0.41364914178848267,-0.12630999088287354,0.8418131470680237,0.3614787459373474,-0.1609920859336853,0.8971185684204102,0.3218156099319458,-0.18560582399368286,0.7479986548423767,0.5363311767578125,-0.10190333425998688,0.8741258382797241,0.4823561906814575,-0.1364886313676834,0.9578805565834045,0.4545208215713501,-0.1496506780385971,1.02605140209198,0.4290505349636078,-0.15895885229110718,0
0.485210657119751,0.6820856332778931,6.775127303626505e-07,0.34323033690452576,0.6205962300300598,-0.025259170681238174,0.23878750205039978,0.5678949356079102,-0.058443583548069,0.14371293783187866,0.5228083729743958,-0.09356730431318283,0.06424498558044434,0.4920688271522522,-0.1326303631067276,0.46814632415771484,0.470453679561615,-0.05045162886381149,0.4434695839881897,0.37194254994392395,-0.07309484481811523,0.43519264459609985,0.3167564868927002,-0.09359358251094818,0.43190789222717285,0.26944684982299805,-0.11147547513246536,0.5821100473403931,0.47449007630348206,-0.06446511298418045,0.6089897155761719,0.3639211356639862,-0.08572755753993988,0.6299843192100525,0.29982781410217285,-0.10988544672727585,0.6520293951034546,0.251589298248291,-0.13355718553066254,0.6726686358451843,0.5006676316261292,-0.0799047201871872,0.7642894983291626,0.41381046175956726,-0.11431469768285751,0.8355745077133179,0.3615592122077942,-0.1490045040845871,0.8909668922424316,0.32214152812957764,-0.17486543953418732,0.7400127649307251,0.5376218557357788,-0.0947437733411789,0.8646645545959473,0.4848357141017914,-0.1265084147453308,0.9467143416404724,0.4581352174282074,-0.13990502059459686,1.013624906539917,0.43430063128471375,-0.14992091059684753,0
0.4855997562408447,0.6834238767623901,6.805817065469455e-07,0.34374308586120605,0.6214140057563782,-0.0257842056453228,0.23945879936218262,0.5690041780471802,-0.05884779617190361,0.14506670832633972,0.5239065289497375,-0.09359177947044373,0.0664602518081665,0.4924764633178711,-0.1318449079990387,0.46807023882865906,0.46944957971572876,-0.048896901309490204,0.442476749420166,0.37272265553474426,-0.07102614641189575,0.43379825353622437,0.31866490840911865,-0.09159000962972641,0.43092942237854004,0.2722594738006592,-0.10939273238182068,0.581473171710968,0.47306376695632935,-0.0609331876039505,0.605394184589386,0.36401981115341187,-0.08235222101211548,0.6272904872894287,0.3009248375892639,-0.1063520535826683,0.6510063409805298,0.25306883454322815,-0.12946702539920807,0.6718340516090393,0.4992988705635071,-0.07434592396020889,0.7601287364959717,0.414535254240036,-0.10775647312402725,0.8315268754959106,0.36339130997657776,-0.14135593175888062,0.8869895339012146,0.32481151819229126,-0.1660563349723816,0.7384519577026367,0.536381185054779,-0.08727602660655975,0.8594269752502441,0.4851340651512146,-0.11705011874437332,0.938122034072876,0.4588695764541626,-0.12918537855148315,1.0027658939361572,0.43563851714134216,-0.13805414736270905,0
0.48562416434288025,0.6828356981277466,6.92649166467163e-07,0.3439013659954071,0.6217625141143799,-0.028579015284776688,0.24005922675132751,0.5693591237068176,-0.062002670019865036,0.1483529806137085,0.5242935419082642,-0.09701123833656311,0.07082539796829224,0.4924200475215912,-0.1351577490568161,0.46865832805633545,0.47040727734565735,-0.04945603013038635,0.4426667094230652,0.37464505434036255,-0.07388734817504883,0.4343007504940033,0.32027050852775574,-0.09587613493204117,0.431796133518219,0.27388596534729004,-0.11454346030950546,0.5809252262115479,0.4738200008869171,-0.06268549710512161,0.603672206401825,0.3652135133743286,-0.08793790638446808,0.6252148747444153,0.3019002079963684,-0.11377563327550888,0.6491184234619141,0.2538257837295532,-0.13732409477233887,0.6712042093276978,0.49930500984191895,-0.07814895361661911,0.759506106376648,0.4157618284225464,-0.11759635806083679,0.8304498195648193,0.3648555874824524,-0.1543545424938202,0.8860812187194824,0.32614046335220337,-0.1798125058412552,0.7384936809539795,0.5358515381813049,-0.09330874681472778,0.86334228515625,0.4853725731372833,-0.12931305170059204,0.9464656114578247,0.458585649728775,-0.1453786939382553,1.0154385566711426,0.43447405099868774,-0.15617308020591736,0
0.4853206276893616,0.6828657388687134,6.554727178809117e-07,0.34340694546699524,0.6213098764419556,-0.02305232733488083,0.240703284740448,0.5695070624351501,-0.05349571630358696,0.1482439637184143,0.5245036482810974,-0.08613887429237366,0.0734851062297821,0.49228334426879883,-0.12238524854183197,0.4679558575153351,0.47218161821365356,-0.042696647346019745,0.44316932559013367,0.3750182092189789,-0.06280717253684998,0.43493086099624634,0.32117071747779846,-0.08219082653522491,0.43211838603019714,0.27530044317245483,-0.09909658133983612,0.5801810026168823,0.4755815267562866,-0.05515022575855255,0.6054205298423767,0.3670377731323242,-0.0727296993136406,0.6268689632415771,0.30426928400993347,-0.09555932134389877,0.6498594880104065,0.25734955072402954,-0.11829029023647308,0.6701850891113281,0.5009805560112,-0.06916595250368118,0.7568615674972534,0.41562578082084656,-0.0988144725561142,0.8267614841461182,0.3649299740791321,-0.1318148374557495,0.8813603520393372,0.3267219066619873,-0.15706197917461395,0.7368024587631226,0.5373029708862305,-0.08268814533948898,0.8552999496459961,0.48638761043548584,-0.11087845265865326,0.933068037033081,0.4604157507419586,-0.12347321212291718,0.9971157312393188,0.4374198317527771,-0.13297317922115326,0
0.48809415102005005,0.681132972240448,6.79130096159497e-07,0.3456466794013977,0.6206108927726746,-0.03009398840367794,0.24184200167655945,0.5698196291923523,-0.06355215609073639,0.15150395035743713,0.5256874561309814,-0.09842708706855774,0.07839062809944153,0.49282383918762207,-0.13654138147830963,0.4673866927623749,0.47214841842651367,-0.04729197919368744,0.44212546944618225,0.37687116861343384,-0.07161229848861694,0.43449866771698,0.32344669103622437,-0.09467068314552307,0.43230536580085754,0.278026282787323,-0.11396031826734543,0.5778037309646606,0.4759009778499603,-0.05916629731655121,0.6028326749801636,0.3681802749633789,-0.08149869740009308,0.6248368620872498,0.3055765628814697,-0.10749706625938416,0.6487918496131897,0.25811952352523804,-0.13178546726703644,0.6667866706848145,0.501204252243042,-0.07372933626174927,0.753679633140564,0.4167068898677826,-0.10900086909532547,0.8241957426071167,0.3658754229545593,-0.14508488774299622,0.8796359300613403,0.32747355103492737,-0.17139461636543274,0.7328879833221436,0.5375064015388489,-0.08845774829387665,0.8483644723892212,0.4873180389404297,-0.12114657461643219,0.9242897033691406,0.46138736605644226,-0.13578295707702637,0.9871872067451477,0.4386523365974426,-0.14622105658054352,0
0.487654447555542,0.6812255382537842,6.860387884444208e-07,0.34534430503845215,0.6199183464050293,-0.0272931307554245,0.24333682656288147,0.5691245794296265,-0.06042400002479553,0.15533053874969482,0.5252158045768738,-0.09511127322912216,0.08182695508003235,0.4926762282848358,-0.1333702802658081,0.46847620606422424,0.4715135097503662,-0.048242468386888504,0.44238555431365967,0.375965416431427,-0.07290434092283249,0.4340648055076599,0.32342100143432617,-0.09571301937103271,0.4307531416416168,0.27896004915237427,-0.11434174329042435,0.5788537263870239,0.4752383530139923,-0.06113453954458237,0.6043363809585571,0.3673306405544281,-0.08312609791755676,0.626379668712616,0.3048933446407318,-0.10933974385261536,0.6514179706573486,0.25779038667678833,-0.1336871236562729,0.6665664911270142,0.5008732676506042,-0.07596856355667114,0.756229043006897,0.4167875051498413,-0.11048868298530579,0.825421929359436,0.36576709151268005,-0.1468101292848587,0.8793787956237793,0.3271336555480957,-0.17357656359672546,0.7315526008605957,0.537696123123169,-0.09049363434314728,0.8471407890319824,0.4881993532180786,-0.12295917421579361,0.9213554859161377,0.4616847038269043,-0.1373968869447708,0.9831706285476685,0.43751442432403564,-0.1477271169424057,0
0.4882345497608185,0.6791497468948364,6.801990934945934e-07,0.34606069326400757,0.6185572147369385,-0.029936905950307846,0.2441655695438385,0.5689467191696167,-0.06350163370370865,0.15644991397857666,0.5247551798820496,-0.09816475957632065,0.0859585702419281,0.49156713485717773,-0.13645920157432556,0.4690040051937103,0.4738020598888397,-0.04934161156415939,0.4422008991241455,0.37867075204849243,-0.0738794282078743,0.4340154230594635,0.3257145583629608,-0.09700135141611099,0.4315911829471588,0.280998170375824,-0.11619196087121964,0.5780458450317383,0.47805851697921753,-0.06024542450904846,0.6015061140060425,0.36981692910194397,-0.08251012861728668,0.6233779191970825,0.30765271186828613,-0.1095089539885521,0.6483980417251587,0.2606034278869629,-0.13476650416851044,0.6652069687843323,0.503210186958313,-0.07330302149057388,0.7529561519622803,0.41818946599960327,-0.10738588124513626,0.8214354515075684,0.367545485496521,-0.14423035085201263,0.8750200867652893,0.32893306016921997,-0.1717710793018341,0.7290273308753967,0.5385830998420715,-0.08631117641925812,0.8407011032104492,0.4881276488304138,-0.11860637366771698,0.9136034250259399,0.4627054035663605,-0.13376910984516144,0.9750035405158997,0.43960121273994446,-0.14494028687477112,0
